"ID_CHARACTER","ID_SCENE","ID_PLACE","ID_DIALOGUE","SENTIMENT_AFINN","DIALOGUE_LENGTH","LOVE_COUNT","INSERTED_AT","UPDATED_AT"
"1","18","34","470","-2.0","11","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"32","3","8","68","5.0","8","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"26","9","71","195","2.0","49","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"32","4","10","108","0.0","6","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"2","13","36","274","0.0","1","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"5","4","10","91","0.0","13","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"4","1","8","12","0.0","5","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"5","1","8","10","-1.0","22","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"1","12","36","260","0.0","4","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"21","2","8","20","3.0","3","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"1","3","8","53","0.0","21","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"1","3","8","57","0.0","7","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"21","3","8","67","-1.0","6","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"1","6","2","153","0.0","4","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"32","3","8","62","1.0","11","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"1","11","33","239","0.0","13","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"7","12","36","242","3.0","19","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"1","14","49","305","0.0","4","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"10","15","52","336","0.0","1","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"21","3","8","59","2.0","1","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"5","4","10","84","-1.0","3","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"5","5","5","137","1.0","10","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"5","5","5","141","2.0","40","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"2","10","42","205","-2.0","1","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"2","10","42","223","-1.0","1","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"117","13","36","276","0.0","1","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"1","16","59","387","0.0","2","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"3","19","36","477","0.0","1","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"1","4","10","88","0.0","2","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"1","8","5","172","0.0","1","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"37","13","28","287","2.0","20","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"1","18","36","441","-2.0","6","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"1","23","65","589","-3.0","8","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"1","21","40","530","0.0","14","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"1","32","43","868","0.0","3","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"149","9","71","183","0.0","5","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"139","5","5","131","4.0","6","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"1","7","4","157","0.0","4","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"5","5","5","134","0.0","23","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"130","6","2","149","0.0","2","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"5","8","5","178","-2.0","48","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"2","10","42","209","0.0","1","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"2","10","42","221","0.0","2","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"31","2","8","29","0.0","9","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"128","12","36","259","0.0","28","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"37","13","36","271","0.0","8","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"3","14","36","317","-1.0","15","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"1","18","34","450","0.0","3","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"2","21","39","552","0.0","19","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"7","14","61","303","1.0","14","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"1","17","52","414","2.0","4","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"3","27","64","789","0.0","4","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"2","14","36","313","-2.0","11","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"1","24","40","662","-3.0","6","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"39","55","46","1516","4.0","3","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"4","47","28","1253","0.0","14","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"21","4","10","85","-2.0","13","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"5","4","10","113","6.0","43","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"32","3","8","58","0.0","5","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"21","3","8","52","0.0","2","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"1","3","8","77","0.0","3","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"21","2","8","36","0.0","1","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"5","6","2","154","0.0","9","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"1","8","5","175","-3.0","5","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"20","9","71","196","6.0","2","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"1","10","42","216","0.0","3","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"7","11","33","240","0.0","7","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"1","4","10","94","-2.0","2","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"5","8","5","176","-4.0","27","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"5","5","5","129","3.0","18","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"5","6","2","144","1.0","17","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"3","12","36","241","2.0","22","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"128","12","36","257","2.0","12","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"3","13","36","282","0.0","8","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"6","14","49","308","0.0","10","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"50","15","52","344","0.0","2","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"50","15","52","346","0.0","10","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"3","16","59","405","-3.0","17","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"4","18","36","437","-2.0","24","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"139","20","51","518","-4.0","4","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"6","27","39","731","3.0","13","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"1","21","40","537","-2.0","10","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"2","21","39","565","0.0","3","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"28","45","30","1170","0.0","4","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"1","43","49","1131","-3.0","38","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"1","5","5","140","2.0","19","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"1","4","10","98","0.0","3","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"21","3","8","80","0.0","12","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"5","4","10","89","2.0","38","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"5","4","10","109","-6.0","6","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"30","6","2","150","2.0","7","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"5","9","71","179","0.0","52","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"7","11","33","235","8.0","82","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"5","8","5","169","-1.0","43","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"1","12","36","262","0.0","4","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"134","13","36","277","-3.0","5","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"2","13","36","284","0.0","1","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"10","15","52","342","0.0","1","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"1","25","35","692","0.0","7","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"1","4","10","104","0.0","11","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"5","4","10","95","-1.0","15","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"5","4","10","99","3.0","17","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"26","9","71","189","0.0","3","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"5","4","10","111","4.0","15","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"21","4","10","114","-3.0","14","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"1","5","5","138","0.0","1","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"5","8","5","174","-6.0","49","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"1","10","42","204","0.0","1","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"1","10","42","218","0.0","2","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"2","10","42","227","0.0","2","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"5","11","33","230","0.0","2","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"128","12","36","249","0.0","1","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"1","7","4","163","0.0","4","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"14","12","36","264","0.0","6","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"2","13","36","280","0.0","7","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"138","13","36","286","0.0","5","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"150","13","28","293","2.0","3","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
"134","13","39","297","4.0","2","0","2024-05-21 14:58:42","2024-05-21 14:58:42"
